idhogar,escolari_person,v2a1,rooms,refrig,v18q1,r4t1,hhsize,cielorazo,dependency,edje,meaneduc,overcrowding,computer,television,qmobilephone,escolari_head,mobilephone,pared,energco,piso,epared,eviv,etecho,tipovivi1,tipovivi2,tipovivi3,tipovivi4,tipovivi5,lugar1,lugar2,lugar3,lugar4,lugar5,lugar6,estadocivil1,estadocivil3,estadocivil4,instlevel1,instlevel2,instlevel5,instlevel7,instlevel8,instlevel9,instlevel,Youth,Target
95b23ff79,2.5,0.0,6,1,0.0,0,2,1,1.0,2.0,2.5,0.5,0,0,2,2,1,2,2,2,3.0,3.0,3.0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,2,0,0,0,0,2,0.0,2
95b2cc9c6,3.0,0.0,6,1,0.0,0,2,1,8.0,2.0,3.0,0.66666669,0,0,1,2,1,3,2,3,3.0,3.0,3.0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,2,0,0,0,0,2,0.0,4
95cca5c07,7.0,200000.0,5,1,0.0,0,2,1,1.0,3.0,7.0,0.66666669,0,0,1,3,1,3,2,3,3.0,3.0,3.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0.0,2
95d0c866d,6.0,0.0,4,1,0.0,0,1,0,8.0,6.0,6.0,0.5,0,0,1,6,1,2,2,2,3.0,3.0,3.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,3
95db0f5a5,4.666666666666667,0.0,6,1,0.0,0,3,1,0.5,6.0,4.0,1.75,0,1,6,6,1,2,2,3,2.0,3.0,1.0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,3,0.0,4
95fa482b8,4.5,0.0,6,1,0.0,1,4,0,1.0,6.0,6.0,3.3333333,0,1,4,6,1,3,2,3,2.0,2.0,2.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,0.25,2
960143886,13.0,0.0,5,1,0.0,0,1,1,0.0,13.0,13.0,0.33333334,0,0,1,13,1,3,2,2,1.0,1.0,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0.0,4
96083a24f,6.0,0.0,4,1,0.0,0,1,0,0.0,6.0,6.0,0.5,0,0,1,6,1,3,2,2,3.0,3.0,3.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0.0,4
96086df5c,12.0,300000.0,5,1,1.0,0,3,1,0.0,11.0,12.0,1.5,1,1,3,11,1,3,2,2,3.0,3.0,1.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,4,0.0,4
966c23f9a,5.5,0.0,7,1,0.0,0,4,1,1.0,0.0,5.5,1.0,0,1,2,0,1,3,2,3,2.0,2.0,2.0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,2,0,2,0,0,0,1,0.0,4
96c635d0c,2.6666666666666665,0.0,4,1,1.0,0,3,0,2.0,0.0,1.0,1.5,0,0,3,0,1,2,2,2,2.0,2.0,2.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0.0,2
970027381,7.166666666666667,0.0,6,1,2.0,2,6,1,2.0,11.0,13.0,2.0,0,1,4,11,1,3,2,3,3.0,3.0,3.0,1,0,0,0,0,1,0,0,0,0,0,1,2,0,0,2,3,0,0,0,4,0.3333333333333333,4
970f492a0,2.0,0.0,5,1,0.0,0,2,1,1.0,2.0,2.0,0.66666669,0,1,1,2,1,3,2,2,3.0,3.0,3.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,2,0.0,4
971420e6f,6.75,0.0,4,1,0.0,1,4,0,1.0,10.0,11.0,3.0,0,0,4,10,1,3,2,2,3.0,2.0,3.0,1,0,0,0,0,1,0,0,0,0,0,1,2,0,1,1,0,1,0,0,3,0.25,4
975293813,13.333333333333334,0.0,8,1,2.0,0,3,1,0.0,15.0,13.333332999999998,1.0,1,1,3,15,1,3,2,3,3.0,3.0,3.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0.0,4
9755fce52,6.0,50000.0,4,1,1.0,0,2,0,1.0,6.0,6.0,1.0,0,1,1,6,1,3,2,2,1.0,2.0,2.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,2
975715ff2,11.0,163000.0,6,1,0.0,0,4,1,0.33333334,6.0,14.666667000000002,1.3333334,1,1,4,6,1,2,2,3,2.0,2.0,2.0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,2,0,1,0,3,0.0,4
97793b568,9.75,0.0,5,1,0.0,0,4,1,0.33333334,9.0,10.0,1.3333334,1,1,3,9,1,3,2,3,3.0,3.0,2.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0.0,4
97a02e272,9.5,0.0,5,1,0.0,0,4,0,0.33333334,6.0,9.333333,1.3333334,0,0,4,6,1,3,2,2,2.0,2.0,2.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,3,0.0,4
97b3fea99,3.0,0.0,5,1,0.0,0,2,0,1.0,0.0,3.0,0.66666669,0,0,2,0,1,3,2,3,3.0,3.0,3.0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0.0,4
97c66d4f2,2.0,85000.0,2,1,0.0,1,2,0,1.0,4.0,4.0,2.0,0,0,1,4,1,3,2,2,3.0,2.0,2.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,2,0.5,4
980b28caa,14.0,0.0,6,1,1.0,0,1,1,0.0,14.0,14.0,0.5,0,0,1,14,1,3,2,3,3.0,3.0,3.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0.0,4
985354fbc,13.0,456432.0,8,1,3.0,0,3,1,0.0,14.0,13.0,0.60000002,0,0,5,14,1,3,2,3,3.0,3.0,3.0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,2,0,5,0.0,4
98b85dd96,11.333333333333334,0.0,7,1,1.0,0,3,1,0.0,6.0,11.333333,1.0,0,0,3,6,1,3,2,3,2.0,3.0,2.0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,1,0,3,0.0,4
98ba48b75,9.666666666666666,0.0,4,1,1.0,0,3,1,0.0,8.0,9.666667,1.5,0,0,3,8,1,2,2,3,2.0,2.0,1.0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,3,0.0,4
9940149ab,8.0,0.0,9,1,1.0,1,5,1,0.66666669,6.0,12.333333,1.25,0,0,5,6,1,3,2,3,3.0,3.0,3.0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,1,0,3,0.2,4
99411766c,6.0,0.0,4,1,0.0,0,1,0,0.0,6.0,6.0,0.5,0,0,1,6,1,2,2,2,2.0,2.0,2.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,1
994d29e9e,6.0,0.0,4,1,0.0,1,5,1,1.5,6.0,7.5,1.6666666,0,0,4,6,1,3,2,3,2.0,3.0,2.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,0.2,4
995abe2fa,7.5,0.0,3,1,0.0,0,2,0,0.0,8.0,7.5,2.0,0,0,2,8,1,3,2,3,1.0,1.0,1.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,4
997e2bcf2,8.166666666666666,0.0,6,1,0.0,0,6,1,0.2,6.0,8.3999996,1.5,0,0,5,6,1,2,2,2,2.0,3.0,3.0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,1,0,3,0.0,4
99caddd6c,9.333333333333334,540000.0,5,1,0.0,1,3,1,0.5,13.0,13.5,1.0,0,1,3,13,1,3,2,3,3.0,3.0,3.0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,2,0,5,0.3333333333333333,4
99cd26cee,5.5,220000.0,4,1,0.0,2,4,1,1.0,11.0,11.0,2.0,0,0,2,11,1,3,2,3,3.0,3.0,3.0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,2,0,2,0,0,0,4,0.5,4
99f27b563,9.0,220000.0,5,1,0.0,0,1,1,0.0,9.0,9.0,0.33333334,0,0,1,9,1,2,2,2,3.0,2.0,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,4
9a218481d,6.75,0.0,4,1,0.0,2,4,1,1.0,12.0,13.5,2.0,0,0,2,12,1,3,2,2,3.0,2.0,2.0,0,0,0,0,1,0,0,0,0,0,1,2,2,0,2,0,0,0,2,0,5,0.5,4
9a2f2a396,4.5,0.0,4,1,0.0,0,4,0,1.0,6.0,3.0,1.3333334,0,0,2,6,1,2,2,2,1.0,1.0,1.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0.0,2
9a3f3aeaa,4.5,0.0,4,1,0.0,2,6,0,1.0,6.0,5.6666665,3.0,0,0,3,6,1,2,2,2,3.0,1.0,3.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,2,1,1,0,0,0,3,0.3333333333333333,2
9a461224f,6.0,100000.0,3,1,1.0,1,3,0,2.0,7.0,7.0,1.5,0,1,3,7,1,3,2,3,3.0,3.0,2.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0.3333333333333333,4
9a60dbbc3,10.5,70000.0,4,1,0.0,0,2,0,0.0,15.0,10.5,1.0,0,1,1,15,1,3,2,2,1.0,1.0,1.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0.0,4
9a619e39c,8.0,0.0,6,1,0.0,1,2,1,1.0,16.0,16.0,0.66666669,1,0,2,16,1,3,2,3,3.0,3.0,3.0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,5,0.5,4
9a6da8dcb,10.5,150000.0,3,1,1.0,0,2,1,0.0,12.0,10.5,1.0,0,0,2,12,1,2,2,3,3.0,3.0,3.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,5,0.0,4
9a6e8e315,14.5,0.0,7,1,0.0,0,2,1,0.0,12.0,14.5,0.66666669,0,0,5,12,1,3,2,3,3.0,3.0,2.0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,1,0,5,0.0,4
9a76c7335,3.3333333333333335,50000.0,4,1,0.0,1,3,1,0.5,6.0,5.0,1.0,0,0,2,6,1,2,2,3,2.0,3.0,2.0,0,0,1,0,0,1,0,0,0,0,0,1,2,0,1,1,0,0,0,0,3,0.3333333333333333,4
9a90cd4fb,5.0,0.0,5,1,0.0,1,3,1,0.5,6.0,7.5,1.0,0,0,2,6,1,3,2,3,3.0,2.0,1.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,0.3333333333333333,1
9ac87db98,13.5,0.0,4,1,0.0,0,4,1,0.33333334,18.0,14.333332999999998,1.3333334,1,0,4,18,1,3,2,3,3.0,3.0,3.0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,2,0,1,1,5,0.0,4
9aee1f405,11.0,0.0,6,1,1.0,0,4,1,0.33333334,16.0,12.333333,1.3333334,0,0,4,16,1,3,2,3,2.0,3.0,3.0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,2,0,5,0.0,2
9af114a10,6.333333333333333,0.0,9,1,2.0,1,6,1,2.0,6.0,7.75,1.5,1,1,3,6,1,3,1,3,3.0,3.0,3.0,1,0,0,0,0,1,0,0,0,0,0,1,4,0,1,1,0,0,1,0,3,0.16666666666666666,4
9b084b23d,10.0,0.0,4,1,0.0,0,2,1,8.0,17.0,10.0,1.0,0,0,1,17,1,2,2,2,2.0,2.0,2.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,5,0.0,4
9b1454a44,11.0,0.0,5,1,0.0,0,2,1,0.0,13.0,11.0,1.0,0,0,2,13,1,3,2,3,3.0,3.0,3.0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,5,0.0,4
9b1b514fb,4.0,50000.0,6,1,0.0,1,3,0,0.5,6.0,6.0,1.5,0,0,2,6,1,2,2,2,1.0,1.0,1.0,0,0,1,0,0,0,0,0,1,0,0,1,2,0,1,0,0,0,0,0,3,0.3333333333333333,4
9b2021c59,9.0,120000.0,4,1,1.0,1,3,1,0.5,15.0,13.5,1.5,0,0,2,15,1,3,2,3,3.0,3.0,3.0,0,0,1,0,0,1,0,0,0,0,0,1,2,0,1,0,0,1,1,0,5,0.3333333333333333,4
9b2fb9b5c,6.0,0.0,4,1,1.0,0,2,1,1.0,6.0,6.0,1.0,0,0,2,6,1,3,2,3,3.0,3.0,2.0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,3,0.0,3
9b62fef19,6.0,0.0,4,1,0.0,0,1,1,8.0,6.0,6.0,0.5,0,0,0,6,0,3,2,3,3.0,3.0,3.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,3
9bbf7c6ca,1.8,0.0,4,0,0.0,3,5,0,1.5,5.0,4.5,2.5,0,1,2,5,1,2,1,2,2.0,2.0,2.0,1,0,0,0,0,0,0,0,0,0,1,3,0,0,3,2,0,0,0,0,2,0.6,1
9bd739ce6,3.25,65000.0,3,1,0.0,2,4,1,3.0,6.0,6.0,4.0,0,0,2,6,1,2,2,2,2.0,2.0,2.0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,2,0,0,0,0,0,3,0.5,2
9c07b6a73,15.0,0.0,6,1,0.0,0,3,1,0.0,16.0,15.0,1.0,0,0,3,16,1,2,2,3,3.0,3.0,3.0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,3,0,5,0.0,4
9c1890718,4.833333333333333,0.0,4,1,0.0,2,6,0,2.0,6.0,8.0,3.0,0,0,1,6,1,2,2,3,2.0,2.0,2.0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,2,0,0,0,0,0,3,0.3333333333333333,2
9c2388963,16.0,0.0,7,1,0.0,0,1,1,8.0,16.0,16.0,0.25,0,0,1,16,1,3,2,3,3.0,3.0,3.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0.0,4
9c630f0d7,8.0,0.0,4,1,0.0,1,3,1,0.5,8.0,12.0,1.5,0,1,2,8,1,2,2,2,3.0,3.0,3.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,3,0.3333333333333333,4
9c6c5cd76,3.0,0.0,3,1,0.0,0,1,0,0.0,3.0,3.0,1.0,0,0,1,3,1,2,1,2,1.0,1.0,1.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0.0,4
9c7037a58,11.0,0.0,4,1,0.0,0,3,1,0.5,4.0,11.0,1.0,0,0,2,4,1,3,2,3,3.0,3.0,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,2,0.0,4
9c7585193,8.5,0.0,5,1,0.0,0,3,1,0.5,11.0,14.5,1.0,0,0,3,11,1,3,2,3,3.0,3.0,3.0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,4,0.0,4
9c78c7468,12.6,570540.0,9,1,0.0,0,5,1,1.5,21.0,24.5,1.0,1,1,5,21,1,2,2,3,3.0,3.0,3.0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,2,5,0.0,4
9c7f9fa85,9.0,0.0,5,1,0.0,1,5,1,0.66666669,6.0,11.25,1.6666666,0,1,4,6,1,3,2,3,3.0,3.0,3.0,1,0,0,0,0,1,0,0,0,0,0,1,2,1,1,0,2,0,1,0,3,0.2,4
9c83247e4,5.0,0.0,5,1,0.0,0,3,1,0.5,2.0,5.0,1.0,0,0,2,2,1,3,2,3,3.0,3.0,2.0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,2,0.0,3
9c88ad86a,2.5,0.0,4,1,0.0,3,4,0,3.0,6.0,6.0,2.0,0,0,1,6,1,2,2,2,1.0,1.0,2.0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,2,1,0,0,0,0,3,0.75,1
9ca481dd3,3.5,0.0,5,1,0.0,4,6,0,2.0,9.0,8.0,2.0,0,0,2,9,1,2,2,2,2.0,2.0,2.0,1,0,0,0,0,0,0,1,0,0,0,3,0,0,3,1,0,0,0,0,3,0.6666666666666666,1
9cc7cc600,5.333333333333333,0.0,6,1,0.0,1,4,0,1.0,3.0,4.5,1.3333334,0,0,3,3,1,3,2,2,3.0,3.0,3.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0.25,4
9cc885aa3,5.0,0.0,4,1,0.0,0,2,1,0.0,4.0,5.0,2.0,0,0,2,4,1,3,2,3,2.0,3.0,1.0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,2,0.0,1
9cd7f15e9,3.3333333333333335,0.0,1,1,0.0,2,6,0,2.0,0.0,3.0,6.0,0,0,1,0,1,2,2,2,2.0,1.0,2.0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,2,2,0,0,0,0,1,0.3333333333333333,1
9d05282ce,6.0,0.0,5,1,0.0,0,1,1,0.0,6.0,6.0,0.5,0,0,1,6,1,3,2,3,1.0,1.0,2.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0.0,2
9d19dc7fb,9.333333333333334,0.0,6,1,0.0,0,3,1,2.0,9.0,14.0,1.0,0,0,1,9,1,3,2,3,3.0,3.0,3.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0.0,4
9d1def209,8.75,0.0,3,1,0.0,0,4,0,0.33333334,10.0,9.0,1.3333334,0,0,3,10,1,3,2,2,1.0,1.0,1.0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,3,0.0,4
9d28f9cdf,8.0,0.0,7,1,2.0,2,4,1,1.0,11.0,14.0,1.3333334,0,0,2,11,1,3,2,3,3.0,3.0,3.0,1,0,0,0,0,1,0,0,0,0,0,1,2,0,1,1,1,0,0,1,4,0.5,4
9d5c687e6,5.25,220000.0,4,1,0.0,0,4,1,0.0,6.0,5.25,2.0,0,0,4,6,1,3,2,3,3.0,2.0,3.0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,0.0,2
9d5fdd09f,15.0,0.0,6,1,1.0,0,3,1,0.0,14.0,15.0,1.0,1,0,3,14,1,3,2,3,3.0,3.0,3.0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,2,1,5,0.0,4
9d6a9b2f4,7.0,0.0,5,1,0.0,0,3,0,0.5,6.0,7.0,1.0,0,0,3,6,1,3,2,2,2.0,2.0,2.0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,1,0,0,3,0.0,4
9d70c1551,4.0,0.0,4,1,0.0,3,9,1,2.0,3.0,5.8333335,3.0,0,0,2,3,1,3,1,2,2.0,1.0,3.0,1,0,0,0,0,1,0,0,0,0,0,3,0,0,2,2,0,0,0,0,2,0.3333333333333333,1
9d8ec6dac,8.25,0.0,4,1,0.0,0,4,0,0.33333334,6.0,7.333333500000001,1.3333334,0,0,3,6,1,2,1,2,2.0,2.0,3.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,3
9d904f162,14.0,100000.0,3,1,0.0,0,1,1,0.0,14.0,14.0,0.5,0,0,1,14,1,3,2,3,3.0,3.0,3.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0.0,2
9d90d3f6f,5.0,350000.0,6,1,1.0,1,3,1,0.5,6.0,7.5,1.0,0,0,2,6,1,3,2,3,3.0,3.0,3.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,0.3333333333333333,4
9d965603f,10.666666666666666,200000.0,6,1,0.0,0,3,1,0.5,8.0,11.0,1.0,0,1,3,8,1,3,2,3,3.0,3.0,3.0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,3,0.0,4
9db16f364,6.0,0.0,7,1,0.0,1,3,0,0.5,6.0,7.5,3.3333333,0,1,8,6,1,3,2,3,2.0,2.0,2.0,1,0,0,0,0,1,0,0,0,0,0,1,2,0,0,1,0,0,0,0,3,0.3333333333333333,4
9dc5c44a1,4.333333333333333,0.0,3,1,0.0,1,3,0,0.5,7.0,6.5,1.5,0,0,2,7,1,3,2,2,3.0,2.0,3.0,1,0,0,0,0,0,0,1,0,0,0,1,2,0,1,0,0,0,0,0,3,0.3333333333333333,4
9e3f2253f,5.0,0.0,3,1,0.0,1,2,0,1.0,9.0,9.0,1.0,0,0,1,9,1,2,1,2,1.0,1.0,1.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,3,0.5,2
9e42f886c,4.5,0.0,9,1,1.0,1,2,1,1.0,6.0,6.0,1.1666666,0,1,5,6,1,2,2,3,3.0,3.0,3.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,0.5,4
9e45f5fbd,6.0,60000.0,2,1,0.0,0,1,1,0.0,6.0,6.0,1.0,0,0,1,6,1,2,2,3,1.0,1.0,1.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,4
9e616a0fa,8.6,0.0,6,1,0.0,1,5,1,0.25,11.0,9.75,1.25,0,0,4,11,1,3,2,3,2.0,2.0,2.0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,2,0,0,0,4,0.2,4
9e68d49ab,4.333333333333333,0.0,3,1,0.0,1,3,0,0.5,6.0,6.5,1.5,0,0,2,6,1,2,2,2,3.0,2.0,3.0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,3,0.3333333333333333,4
9e7985101,5.0,0.0,6,1,0.0,0,6,1,1.0,3.0,4.1999998,2.0,0,0,1,3,1,2,2,3,3.0,3.0,3.0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,0,0,0,0,2,0.0,2
9e94445e0,2.0,0.0,4,1,0.0,0,3,1,2.0,6.0,2.0,1.5,0,0,0,6,0,3,2,3,2.0,3.0,1.0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,2,0,0,0,0,0,3,0.0,2
9e9e41cb4,8.333333333333334,0.0,4,1,0.0,0,3,1,0.0,9.0,8.333333,1.5,0,1,3,9,1,3,2,3,3.0,1.0,1.0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0.0,4
9eb450831,13.0,0.0,3,1,1.0,0,1,1,0.0,13.0,13.0,0.5,0,0,1,13,1,3,2,3,2.0,2.0,2.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0.0,4
9ede8d3f4,6.5,0.0,7,1,0.0,0,6,0,0.2,6.0,6.4000001,1.2,0,0,6,6,1,2,2,2,1.0,2.0,2.0,0,0,0,0,1,0,0,0,0,1,0,0,2,1,0,1,0,0,0,0,3,0.0,3
9edea8875,5.5,0.0,5,1,0.0,0,2,1,1.0,11.0,5.5,0.66666669,0,0,1,11,1,3,2,3,3.0,3.0,3.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,4,0.0,4
9f05fcbac,13.333333333333334,0.0,5,1,2.0,0,3,1,0.0,14.0,13.333332999999998,1.0,1,0,3,14,1,3,2,3,3.0,3.0,3.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0.0,4
9f1cdb600,5.666666666666667,0.0,4,1,0.0,1,3,1,0.5,11.0,8.5,1.0,0,0,2,11,1,3,2,2,3.0,3.0,3.0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,4,0.3333333333333333,4
9f313f493,8.428571428571429,0.0,8,1,1.0,1,7,1,0.40000001,15.0,10.6,1.75,1,1,5,15,1,3,2,3,2.0,2.0,2.0,1,0,0,0,0,1,0,0,0,0,0,1,2,0,1,0,2,0,1,0,5,0.14285714285714285,4
9f46d9159,6.333333333333333,0.0,8,1,0.0,2,6,0,0.5,6.0,8.5,1.5,0,0,3,6,1,2,2,2,1.0,1.0,1.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,3,0.3333333333333333,4
9f5fa0b28,8.0,0.0,5,1,1.0,0,1,1,0.0,8.0,8.0,0.5,0,1,2,8,1,3,2,3,3.0,3.0,3.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0.0,4
9f694d3f1,3.0,0.0,5,1,0.0,0,2,1,0.0,4.0,3.0,1.0,0,0,4,4,1,3,2,3,3.0,3.0,3.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0.0,4
9f6b2b309,4.0,0.0,4,1,0.0,0,1,1,0.0,4.0,4.0,0.5,0,0,1,4,1,3,2,3,2.0,3.0,2.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0.0,3
9fa5144ae,3.0,110000.0,5,1,0.0,0,2,1,8.0,3.0,3.0,0.5,0,1,1,3,1,3,2,3,3.0,3.0,2.0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,2,0,0,0,0,2,0.0,4
9fd143d1f,6.222222222222222,0.0,7,1,0.0,3,9,0,1.25,6.0,9.25,2.25,0,0,9,6,1,3,2,2,2.0,2.0,2.0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,2,1,2,0,0,0,3,0.3333333333333333,4
9fd974a1e,13.5,16000.0,4,1,0.0,0,2,1,0.0,13.0,13.5,1.0,1,0,2,13,1,2,2,2,3.0,2.0,2.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0.0,4
9fe34599b,7.0,50000.0,3,1,0.0,0,3,1,0.0,9.0,7.0,3.0,0,0,3,9,1,2,2,3,2.0,3.0,2.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,4
9ff6d6616,2.6666666666666665,0.0,4,1,0.0,2,3,1,2.0,8.0,8.0,1.5,0,0,1,8,1,2,2,3,2.0,3.0,3.0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,2,0,0,0,0,0,3,0.6666666666666666,4
a001b7b59,8.833333333333334,300000.0,9,1,0.0,0,6,1,0.5,8.0,10.0,1.2,0,0,6,8,1,3,2,3,3.0,3.0,3.0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,3,0.0,4
a00d7a1be,9.0,0.0,5,1,0.0,0,1,1,8.0,9.0,9.0,0.33333334,0,0,1,9,1,3,2,3,3.0,3.0,3.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,4
a01f56571,7.5,0.0,5,1,0.0,1,6,0,0.2,6.0,8.199999799999999,1.5,1,1,6,6,1,3,2,3,3.0,3.0,3.0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,1,0,0,0,3,0.16666666666666666,4
a021d0603,9.666666666666666,0.0,4,1,1.0,1,3,0,0.5,13.0,13.5,1.5,0,0,2,13,1,3,2,2,2.0,3.0,3.0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,2,0,5,0.3333333333333333,3
